movie_idx,movie_name,release_year,rating,votes,genre,Cinemagoer_id,multiple_plot
m87,hellraiser,1987,7.0,22922,'horror',0093177,"['A woman discovers the newly resurrected, partially formed, body of her brother-in-law and lover. She starts killing for him to revitalize his body and escape the demonic beings that are pursuing him after he escaped their underworld.', ""When Kirsty's father, Larry, and stepmother, Julia, move into Larry's childhood home, Kirsty and her boyfriend take a room nearby. Unfortunately for all involved, Larry's house is already occupied: before the family's arrival, Larry's disreputable brother, Frank, used a supernatural puzzle box to summon a gang of other-dimensional demon sadists. Now, Frank requires a series of blood sacrifices to escape the clutches of Pinhead and the cenobites.—mrosesteed"", ""A couple, with the husband's daughter, moves into an old house. Soon hereafter, the body of the husband's dead brother comes back to life, though not fully intact. He needs blood to complete his rehumanisation. The wife discovers him and agrees to find victims for him, for blood. Then the daughter starts nosing around.—grantss"", ""Clive Barker's feature directing debut graphically depicts the tale of a man and wife who move into an old house and discover a hideous creature - the man's half-brother, who is also the woman's former lover - hiding upstairs. Having lost his earthly body to a trio of S&M demons, the Cenobites, he is brought back into existence by a drop of blood on the floor. He soon forces his former mistress to bring him his necessary human sacrifices to complete his body... but the Cenobites won't be happy about this.—Ary Luiz Dalazen Jr. <ajr@fortalnet.com.br>"", 'A man finds he is given more than he bargains for when he solves the puzzle of the Lament Configuration - a doorway to hell. But his ex-lover has found a way of bringing him back, and his niece, Kirsty Lawrence, finds herself bargaining with the Cenobites, angels to some, demons to others, whose greatest pleasure is the greatest pain.—David Carroll <davidc@atom.ansto.gov.au>']"
m88,high fidelity,2000,7.6,70464,"'comedy', 'drama', 'music', 'romance'",0146882,"['Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.', 'Thirty-something Rob Gordon, a former club DJ, owns a not-so-lucrative used record store in Chicago. He not so much employs Barry and Dick, but rather keeps them around as they showed up at the store one day and never left. All three are vinyl and music snobs, but in different ways. Rob has a penchant for compiling top-five lists. The latest of these lists is his top-five break-ups, it spurred by the fact that his latest girlfriend, Laura, a lawyer, has just broken up with him. He believed that Laura would be the one who would last, partly as an expectation of where he would be at this stage in his life. Rob admits that there have been a few incidents in their relationship which in and of themselves could be grounds for her to want to break up. To his satisfaction, Laura is not on this top-five list. Rob feels a need not only to review the five relationships, which go back as far as middle school when he was 12, and try to come to terms with why the woman, or girl as the case may be, left him, but also, in the words of Charlie Nicholson, number four on the list, ""what it all means"" for why he has ended up where he is, which is nowhere, personally or professionally, close to what he envisioned. He also has to come to terms with what it means that Laura has moved on to Ian Raymond, a man for whom neither had any respect when they were together.', ""High Fidelity follows the 'mid-life' crisis of Rob, a thirty-something record-store owner who must face the undeniable facts - he's growing up. In a hilarious homage to the music scene, Rob and the wacky, offbeat clerks that inhabit his store expound on the intricacies of life and song all the while trying to succeed in their adult relationships. Are they listening to pop music because they are miserable? Or are they miserable because they listen to pop music? This romantic comedy provides a whimsical glimpse into the male view of the affairs of the heart.—<N2XFYLS@aol.com>"", ""Arrested development confronts 30-something Rob Gordon when Laura, his smart and successful lover, leaves him because he hasn't changed since they met. He reviews his top five worst breakups (he constantly makes top-five lists, though usually about music). He recalls each breakup, reconnects with these former loves to find out why they dumped him, and wallows in misery from losing Laura. Much of it plays out at his vinyl record store where he and two clerks, socially-inept savants, live and breathe obscure contemporary music. Rob makes fruitless attempts to win Laura back, indulges in new relationships laced with fantasy, and tries introspection. What will Laura do?—<jhailey@hotmail.com>""]"
m89,highlander,1986,7.2,41243,"'action', 'fantasy'",1235529,['An immortal Scottish swordsman faces off with other immortal warriors in order to obtain a coveted ability.']
m90,his girl friday,1940,8.1,20870,"'comedy', 'drama', 'romance'",0032599,"['A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.', ""Having been away for four months, Hildy Johnson (Rosalind Russell) walks into the offices of the New York City-based The Morning Post, where she is a star reporter, to tell her boss, editor Walter Burns (Cary Grant), that she is quitting. The reason for her absence was among other things to get a Reno divorce, from, of all people, Walter, who admits he was a bad husband. Hildy divorced Walter largely because she wanted more of a home life, whereas Walter saw her more as a driven hard-boiled reporter than subservient homemaker. Hildy has also come to tell Walter that she is taking the afternoon train to Albany, where she will be getting married tomorrow to staid straight-laced insurance agent, Bruce Baldwin (Ralph Bellamy), with whose mother (Alma Kruger) they will live, at least for the first year. Walter doesn't want to lose Hildy, either as a reporter or a wife, and if he does, doesn't believe Bruce is worthy of her. Walter does whatever he can at least to delay Hildy and Bruce's trip, long enough to persuade Hildy to stay for good. His plan includes doing whatever he can to place Bruce in a bad light, while dangling a big story under her nose, namely covering what the newspaper believes is the unfair imminent execution of convicted cop killer, Earl Williams (John Qualen). Hildy doesn't trust Walter in dealing with her and Bruce in an above-board manner, but the lure of what potentially may become the biggest story in years, which includes true love, a bumbling sheriff (Gene Lockhart) and a corrupt mayor (Clarence Kolb), the latter's actions largely in light of an upcoming election, may prove to be too much for Hildy to resist, especially if it ends up being an exclusive. Regardless of the story outcome, Hildy will have to decide if the thrill of the chase was worth the anguish on her personal life.—Huggo"", ""When newspaper editor Walter Burns (Cary Grant) learns that his ex-wife and top reporter Hildy Johnson (Rosalind Russell) is quitting to marry Bruce Baldwin (Ralph Bellamy), he pulls out all of the stops to get her to stay. The newspaper has been championing the cause of a man on death row, Earl Williams (John Qualen), was convicted of killing a policeman and Walter convinces her to write a story on his case. Williams insists that the shooting was an accident and he's not crazy, as some believe. While Hildy pursues the story, Burns has her fiancé arrested - multiple times. When Hildy gets the scoop of the year - Williams escapes from prison on the eve of his planned execution - she hides him in the police station and mayhem ensues. It also gives her a chance to decide just what she wants in the future.—garykmcd"", ""Four months after her resignation, journalist Hildy Johnson returns to The Morning Post - just to tell her former boss and husband Walter Burns (Cary Grant) to stop bombarding her with telegrams, because she won't come back to him, and anyway, she is going to marry insurance agent Bruce Baldwin (Ralph Bellamy) the next day. When Walter learns that Hildy and Bruce are going to Albany already in two hours, he has to act very quickly. He immediately starts a series of clever schemes to get Bruce out of the way and Hildy back to journalism. He knows that Hildy cannot resist an enticing commission. Earl Williams (John Qualen) is a confused man who is going to be executed the following day, if The Morning Post does not succeed in convincing the governor to pardon him. Hildy sees the possibilities to get a scoop by interviewing Williams, and postpones her departure some hours. She gets more and more entangled in the case, and even helps Williams to hide, when he has run away from prison. Soon she and Walter work feverishly side by side, and her fiancé Bruce just annoys her.—Maths Jesperson {maths.jesperson1@comhem.se}"", ""In the next two hours, the Morning Post's unscrupulous editor, Walter Burns (Cary Grant), is about to lose Hildy Johnson (Rosalind Russell): his former wife and still the newspaper's best reporter. Intent on moving to Albany with her meek insurance agent fiancé, Bruce Baldwin (Ralph Bellamy), Hildy is bent on forsaking journalism to live a normal life with someone who will never take her for granted; however, as always, the manipulative editor-in-chief has to have the final word. Now, to win back both his top journalist and the love of his life, Walter has to act fast and try every trick in the book to talk Hildy into accepting one last story she won't be able to resist--the impending execution of the convicted murderer, Earl Williams. Is Hildy prepared to renounce her passion for journalism, and Walter, the exciting man who never stopped loving her?—Nick Riganas""]"
m91,hope and glory,1987,7.4,4965,"'drama', 'war'",0093209,"['Bill, a young boy living on the outskirts of London experiences the exhilaration of World War II. During this period, Bill learns about sex, death, love, hypocrisy, and the faults of adults as he prowls the ruins of bombed houses.', 'A semi-autobiographical project by John Boorman about a nine year old boy called Bill as he grows up in London during the blitz of World War II. For a young boy, this time in history was more of an adventure, a total upheaval of order, restrictions and discipline. The liberating effect of the war on the women left behind. And the joy when Hitler blows up your school.—Colin Tinto <cst@imdb.com>', ""Bill Rohan, a young boy living on the outskirts of London experiences the exhilaration of World War II, as seen through the eyes of director John Boorman, who also wrote and produced the autobiographical film. During this period, Bill learns about sex, death, love, hypocrisy, and the faults of adults as he prowls the ruins of bombed houses on Rosehill Avenue. His childlike father is off chasing patriotic dreams of glory from behind a military clerk's typewriter; his teenage sister runs wild; his mother can't cope; and everything in the end will eventually turn out all right.—alfiehitchie"", ""Now on the far side of middle age, Bill Rowan remembers back to his growing up period in suburban London during WWII, he ten years old when the war broke out. Beyond his father Clive enlisting and what his absence meant, Bill saw the war as an adventure, the specific events more anticlimactic for him compared to the fear driven into the populace of what could happen. Even with the nightly German air raids and bombs actually dropped in their neighborhood, he saw the bomb sites as a playground from which to collect shrapnel and with his newfound friends to destroy whatever survived the bombs. While his younger sister Susie was too young to comprehend fully what the war meant, his mid-teen sister Dawn went on as a teenage girl with raging hormones is apt to focus on, namely boys, or in wartime young men of the military variety, she often feigning the option of death compared to not being with someone, most specifically a Canadian soldier training nearby. And while Bill's mother Grace was ill-prepared emotionally to be without Clive, she had to grow up quickly to deal with leading the family through the changing times. With Dawn, Grace could see her own teen period a bit more clearly due to the war and what she would have done differently if she had to do it all over again.—Huggo"", 'Bill is your average young boy, living in London with his parents and two sisters. His should be a conventional childhood but it is September 1939 and the UK is at war with Germany. In the next few years Bill will grow up with the fear and devastation of war, but also some fond memories.—grantss']"
m92,house of 1000 corpses,2003,5.6,27033,'horror',0251736,"['Two young couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.', ""On the eve of Halloween, on October 1977, four friends--Bill, Jerry, Mary, and Denise--embark on an exciting cross-country road trip to write a guidebook about offbeat roadside attractions in America's less-travelled roads. Before long, the young explorers chance upon Captain Spaulding's Museum of Monsters and Madmen, only to become infatuated with the local legend of a deranged serial-killer doctor, and cross paths with the mysterious hitchhiker, Baby. However, when the unsuspecting group meets Baby's eccentric family after having a flat tyre, an endless night of terror, torture, and murder ensues. Has anyone ever got out alive from the House of Thousand Corpses?—Nick Riganas"", 'In ""House of 1000 Corpses"", two young couples take a misguided tour onto the back roads of America in search of a local legend known as Dr. Satan. Lost and stranded, they are set upon by a bizarre family of psychotics. Murder, cannibalism and satanic rituals are just a few of the 1000+ horrors that await.—Anonymous', ""Jerry, Bill, Mary, and Denise are two couples out on the road in hopes of writing a book on offbeat roadside attractions. When the four meet Captain Spaulding, they learn of the legend of Dr. Satan. When the four take off in search of finding the tree that Dr. Satan was hung from, they pick up hitchhiker Baby. When their car breaks down, Baby invites them into her house. This is where the two couples meet the Firefly family, a murderous clan of bizarre people. As the family attacks the unsuspecting couples, Jerry and his friends try to survive the house of 1000 corpses and it's dark secrets.—strangerzero""]"
m93,human nature,2001,6.3,10017,"'comedy', 'drama'",0219822,"['A woman is in love with a man in love with another woman, and all three have designs on a young man raised as an ape.', ""A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most. In the power struggle that ensues, an unusual love triangle emerges exposing the perversities of the human heart and the idiosyncrasies of the civilized mind. Human Nature is a comical examination of the trappings of desire in a world where both nature and culture are idealized.—Anonymous""]"
m94,the hustler,1961,8.2,25871,"'drama', 'romance', 'sport'",0054997,"['An up-and-coming pool player plays a long-time champion in a single high-stakes match.', '""Fast"" Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary ""Minnesota Fats"" to a high-stakes match, but he loses in a heartbreaking marathon. Now broke and without his long-time manager, Felson faces an uphill battle to regain his confidence and his game. It isn\'t until he hits rock bottom that he agrees to join up with ruthless and cutthroat manager Bert Gordon. Gordon agrees to take him on the road to learn the ropes. But Felson soon realizes that making it to the top could cost him his soul, and perhaps his girlfriend. Will he decide that this is too steep a price to pay in time to save himself?—<jgp3553@yahoo.com>', 'With his friend Charlie Burns, ""Fast"" Eddie Felson has long earned whatever money he has as a pool shark, he and Charlie traveling the country hustling new unsuspecting targets at each stop. Against Charlie\'s wishes, Eddie wants to give up his anonymity to prove that he is the best by taking on the best, namely Minnesota Fats whose home pool hall is the Ames in New York City. Eddie knows he\'s talented, but gambler Bert Gordon, who Eddie meets at the Ames and who can also see that Eddie is talented, believes that Eddie needs more than talent to beat Fats. Bert wants to take Eddie under his wing to finance Eddie\'s challenge, not only against Fats, but against all comers, in turn showing Eddie the character that he is inherently missing to be the best. The price?: a seventy-five percent cut. As Eddie decides what to do with regard to Bert\'s proposal, Eddie begins a relationship with Sarah Packard, a woman who has as self-destructive tendencies as Eddie, she who is not averse to imbibing first thing in the morning. Being involved with Bert and Sarah may be incompatible in Eddie\'s current life, especially as Bert and Sarah see different things that Eddie needs for fulfillment, which do not include the other person.—Huggo', 'Pool-hall America: a merciless macho world where success demands absolute ruthlessness and coming second means a personal hell of inadequacy and doubt. Fast Eddy is the young hopeful on the way to challenging past master of the green baize Minnesota Fats for his world title.—J.Arnold Free <arnold@mayahtt.ca>', ""Eddie Felson is arrogance personified. He is an expert pool player and spends his time along with partner Charlie Burns hustling a few dollars from unsuspecting dopes. He decides that the time has come to play in the big leagues and challenges renowned pool player Minnesota Fats. In a forty-hour marathon, Felson hits both highs and lows: part way through the match he's up $18,000 but doesn't know when to quit. He drinks too much and loses everything, including his confidence in his game. Slowly, he regroups and with the help of his girlfriend, Sarah Packard, builds up his self-esteem. Ignoring Sarah's advice however, his driving ambition once again takes over leading to tragedy in his personal life and a re-match with Minnesota Fats.—garykmcd""]"
m95,i am legend,2007,7.1,156084,"'drama', 'sci-fi', 'thriller'",0480249,"['Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.', ""Robert Neville (Will Smith) is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made in this post-apocalyptic action thriller. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone. Mutant victims of the plague - the Infected - lurk in the shadows - watching Neville's every move - waiting for him to make a fatal mistake. Perhaps mankind's last, best hope, Neville is driven by only one remaining mission: to find a way to reverse the effects of the virus using his own immune blood. But he knows he is outnumbered - and quickly running out of time.—Warner Bros. Pictures"", ""A virus that was created for the purpose of battling cancer and it's administered to those with cancer, and it looked promising. But a few years later, it mutated into plague that kills most of the people on Earth or turns them into creatures, There are a few who are immune. Amongst them is military scientist Robert Neville (Will Smith), who has spent the last three years after the plague decimated humanity trying to find a cure. But he is losing hope until two others who are also immune show up.—rcs0411@yahoo.com"", ""Adapted from acclaimed author Richard Matheson's influential novelette of the same name, this movie follows the last man on Earth as he struggles to survive while fending off the infected survivors of a devastating vampire plague. A brilliant scientist who raced to discover a cure for the man-made virus as humanity came crumbling down all around him, Robert Neville (Will Smith) was inexplicably immune to the highly contagious super-bug. Now the entire population of New York City - and perhaps the world - has been transformed into carnivorous bloodsuckers that fear the light and live solely to spread their contagion to any remaining living creature that crosses their path. It's been three years since civilization came to an end, and the loneliness has taken a devastating toll on Neville. By day, he scours the city for food and supplies while sending out desperate radio messages in hopes that someone might respond, and by night, he attempts to find a way to reverse the effects of the virus by experimenting with his own blood. But time is running out for Neville as the legions of infected watch his every move from the safety of the shadows, waiting for the perfect moment to strike. They, too, long to learn the secret that lurks in Neville's blood, though they will have to take caution while attempting to procure it because Neville will sooner die attempting to slay every last one of them than willingly giving up a single drop.—ahmetkozan"", ""Meandering through a barren and ravaged post-apocalyptic Manhattan rendered uninhabitable by a virulent genetically mutated plague, the brilliant virologist and sole survivor, Robert Neville, still hopes to find signs of life, three long years after the devastating outbreak. When the sun is high, the resilient doctor along with his trusted German Shepherd, Samantha, comb the deserted streets scavenging for food, as the cure for the ravenous mutants, that were once humans, is still out of reach. However--vastly outnumbered, scared to death, yet determined to prevail--Robert knows that, sooner or later, there will be no place to hide; then, the only living man in New York will have to make his tragic and heroic last stand against the dangerously resourceful adversary. Is Dr Neville humanity's last hope?—Nick Riganas""]"
m96,invaders from mars,1953,6.4,2115,"'horror', 'sci-fi'",0091276,"['A boy tries to stop aliens who have taken over his town and are attempting to brainwash its inhabitants.', 'In this remake of the classic 50s SF tale, a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents, his least-liked schoolteacher and other townspeople. With the aid of the school nurse the boy enlists the aid of the U.S. Marines.—Keith Loh <loh@sfu.ca>', 'son of George Gardner and Ellen Gardner. One night, a young boy sees a spaceship landing near his house. He tells his father to investigate and vanishes. Soon, more people disappear, only to reappear and act unusual. He learns that aliens are controlling the earthlings with the intent of invasion, but no one believes him.—Claudio Carvalho, Rio de Janeiro, Brazil']"
m97,independence day,1996,6.6,151698,"'action', 'adventure', 'sci-fi', 'thriller'",0116629,"[""The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive."", 'On July 2nd, communications systems worldwide are sent into chaos by a strange atmospheric interference. It is soon learned by the military that a number of enormous objects are on a collision course with Earth. At first thought to be meteors, they are later revealed to be gigantic spacecraft, piloted by a mysterious alien species. After attempts to communicate with the aliens go nowhere, David Levinson, an ex-scientist turned cable technician, discovers that the aliens are going to attack major points around the globe in less than a day. On July 3rd, the aliens all but obliterate New York, Los Angeles and Washington, as well as Paris, London, Houston and Moscow. The survivors set out in convoys towards Area 51, a strange government testing ground where it is rumored the military has a captured alien spacecraft of their own. The survivors devise a plan to fight back against the enslaving aliens, and July 4th becomes the day humanity will fight for its freedom. July 4th is their Independence Day...—Gustaf Molin <gumo@hem2.passagen.se>', 'In the beginning of July, humans received a strange signal, and this has turned into a global phenomenon. A massive spaceshipwdd headed towards Earth and smaller spaceships began to cover entire cities around the world. Suddenly, the wonder turns into horror as the spaceships destroy the cities with energy desa. Then when the world counterattacked, the alien ships are invincible to military weapons. Then the President ofWda the United tStates decides to head to Area 51, to formulate a plan to defeat the aliens. Now the fate of the world rests on a handful of surviving humans.rd—John Wiggins', ""From the cold and pitch-black depths of the boundless space, a silent and insidious menace enters the solar system; grazes the Moon, and violates the Earth's atmosphere: an innumerable spaceship flotilla governed by a hostile and technologically advanced alien life form. As the extraterrestrial adversary's indestructible flying saucers wreak havoc on our planet from end to end killing millions, the end of the human race is near--and what is even more certain--we, the powerless and unprepared earthlings, are utterly defenceless. Once, we dreamed of making contact with otherworldly celestial entities. Now that the all-powerful invaders claim our world, the President of the United States and a handful of good men mad enough to stand up for all mankind must make a heroic last stand against the enemy, on a decisive Fourth of July. Will we survive to see another glorious Independence Day?—Nick Riganas"", ""The ultimate encounter when mysterious and powerful aliens launch an all out invasion against the human race. The spectacle begins when massive spaceships appear in Earth's skies. But wonder turns to terror as the ships blast destructive beams of fire down on cities all over the planet. Now the world's only hope lies with a determined band of survivors, uniting for one last strike against the invaders - before it's the end of mankind.—Official DVD cover""]"
m98,indiana jones and the last crusade,1989,8.3,174947,"'action', 'adventure', 'thriller', 'action', 'adventure', 'fantasy'",0097576,"['In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.', 'An art collector appeals to Indiana Jones to embark on a search for the Holy Grail. He learns that another archaeologist has disappeared while searching for the precious goblet, and the missing man is his own father, Dr. Henry Jones. The artifact is much harder to find than they expected, and its powers are too much for those impure of heart.—Jwelch5742', 'In 1938, two years after the quest for the precious item in Raiders of the Lost Ark (1981), bullwhip-wielding archaeologist Indiana Jones risks life and limb searching for his missing father, Professor Henry Jones. And picking up where the estranged parent left off while searching for the Holy Grail, Indy visits Venice, Italy. Then, a faint trail of clues sends the intrepid adventurer to cold Austria, where he encounters the statuesque archaeologist Dr Elsa Schneider. But a dangerous run-in with vicious SS commander Colonel Ernst Vogel spells trouble. Because, more than anything, the power-obsessed megalomaniac is bent on finding the location of the sacred artefact at all costs. This time, there is much at risk. In this high-stakes mission, are two Joneses better than one?—Nick Riganas', ""Famed archeologist Indiana Jones is in for the adventure of his life. When he receives a mysterious journal in the mail, Indy realizes that it was his father, Henry Jones Sr. who sent it to him. The journal holds clues and a map that leads to the legendary Holy Grail, to which Indy's father has been hunting for all his life. When he goes missing, Indy must pick up where his father left off and work to uncover the true location of the Grail. Little does Indy know is that his Nazi foes are on the hunt for the Grail as well for their own nefarious intentions. Now with help from Marcus Brody and Sallah, Indy must rescue his father and race to the Grail before the Nazis can get their hands on it.—Blazer346"", ""The intrepid explorer Indiana Jones sets out to rescue his father, a medievalist who has vanished while searching for the Holy Grail. Following clues in the old man's notebook, Indy arrives in Venice, where he enlists the help of a beautiful academic, but they are not the only ones who are on the trail, and some sinister old enemies soon come out of the woodwork.—FilmsNow""]"
m99,indiana jones and the temple of doom,1984,7.5,112054,"'action', 'adventure'",0087469,"['In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace.', 'Indiana Jones teams up with a nightclub singer named Wilhelmina ""Willie"" Scott and a twelve-year-old Chinese boy named Short Round. They end up in a small distressed village in India, where the people believe that evil spirits have taken all their children away after a sacred precious stone was stolen. They also discover the great mysterious terror surrounding a booby-trapped temple known as the Temple of Doom. Thuggee is beginning to attempt to rise once more, believing that with the power of all five Sankara stones they can rule the world. It\'s all up to Indiana to put an end to the Thuggee campaign, rescue the lost children, win the girl and conquer the Temple of Doom.—Anthony Pereyra <hypersonic91@yahoo.com>', 'Having escaped death by the skin of his teeth in 1935 Hong Kong, just a year before the explosive adventure in Raiders of the Lost Ark (1981), undaunted archaeology professor Dr Indiana Jones ends up in far-off India. With the sacred Sankara Stone stolen from an impoverished community, Indiana embarks on a peril-laden quest to retrieve the precious artefact, accompanied by his trusty 12-year-old sidekick Short Round and Willie Scott, a statuesque nightclub singer. But as the evil Thuggee cult spreads through the region, infecting the opulent Pankot Palace, Indy and his team must brave the odds to do the impossible. Will Indiana Jones get out of the cursed Temple of Doom in one piece and live to tell the tale?—Nick Riganas', 'Adventure sequel. Intrepid archaeologist Indiana Jones, on the trail of fortune and glory in Old Shanghai, is ricocheted into a dangerous adventure in India. With his faithful companion Short Round and nightclub singer Willie Scott, Indie goes in search of the magical Sankara stone, and uncovers an ancient evil which threatens all who come into contact with it.—FilmsNow', 'A year before the events of ""Raiders of the Lost Ark"". Jones is in China in trade discussions with Chinese gangsters for an artifact. However, the gangsters also tried to ambush Jones but he escapes. Things go from bad to worse when his plane crashes over the Himalayas stranding him in the wastelands of India. Jones, along with a lounge singer (Wilhelmina), and a kid called ""Short Round"", get to a village that is suffering a crisis - the children are missing along with their sacred stones. Jones, Wilhelmina, and Short Round offer their help and stumble upon a temple, where a vicious voodoo priest kills and tortures his victims by tearing their hearts out. Jones has to defeat the priest and save the children and recover the sacred stones.—John Wiggins']"
m100,innerspace,1987,6.5,16854,"'action', 'adventure', 'comedy', 'crime', 'sci-fi'",0093260,"['A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk.', ""Tuck Pendleton is a cocky pilot, who is taking part in a miniaturization experiment. When some bad guys break into the lab to steal the technology, one of the scientists takes a syringe which contains the miniaturized Tuck and vessel. Now in the vessel is part of the material needed to restore him. But the other part which is the lab is stolen. The scientist's shot but before dying he injects Tuck into Jack Putter, a hypochondriac, who feels that something is wrong with him all the time. When Tuck links himself to Jack's systems, he discovers that something happened. So they go back to the lab, and discover what happened. Now they are told that unless they retrieve the material that was stolen they won't be able to restore Tuck before his oxygen is depleted. Now the government rep decides that the only thing that matters that as long as they have the other half of the material, it is useless to the thieves. So Tuck eggs Jack to go out and find the thieves. They enlist the aid of Tuck's old girlfriend, Lydia, who is a reporter. And it's fortunate for them that she has a lead that pans out.—<rcs0411@yahoo.com>"", 'A scientifically miniaturized marine unexpectedly finds himself floating around the body of a hypochondriac, and trying to outwit saboteurs who want the device that shrank him. Attempts by his colleagues to retrieve the little man - protected inside a tiny submersible - are hampered by the would-be thieves.—Jwelch5742', 'Lt. Tuck Pendelton, an American pilot, takes part in an experiment where he is miniaturized inside a submarine-like craft and is to be injected into a rabbit. The bad guys try to steal him, and the machine, while he is miniaturized, and eventually he ends up inside Jack Putter, a hypochondriac.—Colin Tinto <cst@imdb.com>', 'Vector Scope is one of the largest science corporations on the west coast of the U.S. They have chosen Lieutenant Tuck Penelton, who is a free-spirited fighter pilot with no respect for life, for a miniaturization program developed by Vector Scope. However, when group of hired thugs infiltrated Vector Scope, they stole a unique micro chip, making miniaturization possible. Ozzie, a scientist, manages to escape with Tuck, in hand, miniaturized in a syringe. Ozzie makes a last ditch effort to save Tuck\'s life by injecting him into a person named Jack Putter, an overly paranoid cashier at a local grocery store. What Jack will soon realize that with Tuck floating inside his own body, he will embark on a journey to attempt to recover the chip before it falls into the hands of a technology smuggler, Victor Scrimshaw. He intends to sell the chip to a nameless criminal known as ""The Cowboy"".—John Wiggins']"
m101,the insider,1999,8.0,69660,"'biography', 'drama', 'thriller'",0140352,"['A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.', ""Balls-out 60 Minutes Producer Lowell Bergman sniffs a story when a former research biologist for Brown and Williamson, Jeff Wigand, won't talk to him. When the company leans hard on Wigand to honor a confidentiality agreement, he gets his back up. Trusting Bergman and despite a crumbling marriage, he goes on camera for a Mike Wallace interview and risks arrest for contempt of court. Westinghouse is negotiating to buy CBS, so CBS attorneys advise CBS News to shelve the interview and avoid a lawsuit. 60 Minutes and CBS News bosses cave, Wigand is hung out to dry, Bergman is compromised, and the CEOs of Big Tobacco may get away with perjury. Will the truth come out?—<jhailey@hotmail.com>"", 'Based on a true story about a CBS 60 Minutes-episode in 1994 on malpractices in the tobacco industry, that was not aired because CBS parent company Westinghouse objected. Pacino plays the 60 Minutes Producer.—Viktor Frölke <frolke@aol.com>', ""This movie tells the true story of Jeffrey Wigand (Russell Crowe), a former tobacco executive, who decided to appear on 60 Minutes (1968). As a matter of conscience partially prodded by Producer Lowell Bergman (Al Pacino), he revealed that, the tobacco industry was not only aware that cigarettes are addictive and harmful, but deliberately worked on increasing that addictiveness. Unfortunately, both protagonists of this story learn the hard way that simply telling the truth is not enough as they struggle against Big Tobacco's attempts to silence them and CBS's own cowardly complicit preference of putting money as a higher priority over the truth.—Kenneth Chisholm <kchishol@execulink.com>""]"
m102,intolerable cruelty,2003,6.4,36739,"'comedy', 'romance', 'crime'",0138524,"[""Miles, a high-profile divorce lawyer, wins a case for his rich but adulterous client Rex Rexroth. But Rex's ex-wife, Marylin, who is no saint and is a gold-digger, plots to take revenge on Miles."", ""Miles Massey, a prominent Los Angeles divorce attorney has everything--and in some cases, two of everything. Despite his impressive client list, a formidable win record, the respect of his peers and an ironclad contract (the Massey pre-nup) named after him, he's reached a crossroads in his life. Sated on success, boredom has set in and he's looking for new challenges. All that changes when Miles meets his match in the devastating Marylin Rexroth. Marylin is the soon-to-be ex-wife of his client Rex Rexroth, a wealthy real estate developer and habitual philanderer. With the help of hard charging private investigator Gus Petch, she has Rex nailed and is looking forward to the financial independence a successful divorce will bring. But thanks to Miles' considerable skills, she ends up with nothing. Not to be outdone, Marylin schemes to get even and as part of her plan, quickly marries oil tycoon Howard Doyle. Miles and his unflappable associate, Wrigley, unwittingly dig themselves in deeper and deeper as they go head-to-head with Marylin. Underhanded tactics, deceptions and an undeniable attraction escalate as Marylin and Miles square off in this classic battle of the sexes.—Sujit R. Varma"", 'Divorce attorney Miles Massey has everything, a jet, a jet washer, three gardeners (or ""those little lawn people"" as he puts it), and even a marriage contract (The Massey Prenup) named after him. He seems to be unstoppable and completely invincible. That is, until he meets the beautiful, dangerous Marylin Rexroth. After being completely destroyed in court, Marylin formulates a plan that puts Miles in a position where he doesn\'t know what to do. For the first time in his life, he doesn\'t have what he wants the most.—tigerchick5655']"
