speaker_id,character_name,movie_idx,movie_name,gender,credit_pos
u1799,GEORGE,m119,life as a house,m,1
u1796,BRYAN,m119,life as a house,m,13
u1803,PETER,m119,life as a house,m,9
u1827,RAY,m120,the life of david gale,m,0
u1811,CLAUDE,m120,the life of david gale,m,0
u1846,NICKY,m121,little nicky,m,1
u1835,ANGEL,m121,little nicky,f,59
u1836,BEEFY,m121,little nicky,m,10
u1839,DAD,m121,little nicky,m,3
u1852,VALERIE,m121,little nicky,f,2
u1859,LOGAN,m122,logan's run,m,1
u1854,BOX,m122,logan's run,m,4
u1856,FRANCIS,m122,logan's run,m,2
u1858,JESSICA,m122,logan's run,f,3
u1862,OLD MAN,m122,logan's run,m,7
u1883,PETE,m123,lost highway,m,16
u1877,FRED,m123,lost highway,m,1
u1885,RENEE,m123,lost highway,f,2
u1868,ALICE,m123,lost highway,f,2
u1881,MR. EDDY,m123,lost highway,m,33
u1886,SHEILA,m123,lost highway,f,29
u1891,CHANG,m124,lost horizon,m,8
u1890,BARNARD,m124,lost horizon,m,5
u1898,LOVETT,m124,lost horizon,m,3
u1893,CONWAY,m124,lost horizon,m,1
u1894,GEORGE,m124,lost horizon,m,4
u1900,SONDRA,m124,lost horizon,f,2
u1906,KAY,m125,men in black,m,0
u1913,ZED,m125,men in black,m,5
u1904,JAY,m125,men in black,m,0
u1907,LAUREL,m125,men in black,f,3
u1915,AGATHA,m126,minority report,f,8
u1916,ANDERTON,m126,minority report,m,1
u1928,LARA,m126,minority report,f,38
u1918,BURGESS,m126,minority report,m,2
u1922,FLETCHER,m126,minority report,m,4
u1926,JAD,m126,minority report,m,3
u1934,WITWER,m126,minority report,m,2
u1931,SEAN,m126,minority report,m,39
u1919,CROW,m126,minority report,m,43
u1925,IRIS,m126,minority report,f,9
u1940,BOBBY,m127,made,m,1
u1947,HORRACE,m127,made,m,10
u1952,RICKY,m127,made,m,2
u1948,JESS,m127,made,f,4
u1951,MAX,m127,made,m,14
u1955,WELSHMAN,m127,made,m,25
u1971,MALCOLM,m128,malcolm x,m,1
u1957,ARCHIE,m128,malcolm x,m,5
u1958,BEMBRY,m128,malcolm x,m,0
u1961,BETTY,m128,malcolm x,f,2
u1978,SHORTY,m128,malcolm x,m,6
u1983,CREASY,m129,man on fire,m,1
u1991,MANZANO,m129,man on fire,m,6
u1993,RAYBURN,m129,man on fire,m,5
u1992,PINTA,m129,man on fire,f,0
u1990,LISA,m129,man on fire,f,4
u2001,ANGIE,m130,marty,m,3
u2010,MARTY,m130,marty,m,7
u2012,MRS. PILLETTI,m130,marty,f,0
u2003,CATHERINE,m130,marty,f,2
u2004,CLARA,m130,marty,f,6
u2021,HAWKEYE,m131,mash,m,1
u2018,DUKE,m131,mash,m,3
u2034,TRAPPER,m131,mash,m,2
u2030,PAINLESS,m131,mash,m,18
u2036,ANN,m132,meet john doe,f,2
u2045,JOHN,m132,meet john doe,m,1
u2048,MOTHER,m132,meet john doe,f,0
u2041,CONNELL,m132,meet john doe,m,6
u2037,BEANY,m132,meet john doe,m,9
u2065,ROPER,m133,metro,m,1
u2061,MCCALL,m133,metro,m,5
u2064,RONNIE,m133,metro,f,13
u2066,SOLIS,m133,metro,m,10
u2074,KATIE,m134,metropolis,f,0
u2105,LUCIANO,m136,mobsters,m,1
u2104,LANSKY,m136,mobsters,m,8
u2109,MASSERIA,m136,mobsters,m,17
u2120,JULIE,m137,monkeybone,f,2
u2124,STU,m137,monkeybone,m,1
u2119,HYPNOS,m137,monkeybone,m,5
u2123,MONKEYBONE,m137,monkeybone,m,3
u2127,MARIAN,m138,my mother dreams the satan's disciples in new york,f,1
u2130,PAULA,m138,my mother dreams the satan's disciples in new york,f,2
u2138,JEFFERSON,m139,mr. smith goes to washington,m,2
u2141,MCGANN,m139,mr. smith goes to washington,m,7
u2147,SAUNDERS,m139,mr. smith goes to washington,f,1
u2134,DIZ,m139,mr. smith goes to washington,m,6
u2135,EMMA,m139,mr. smith goes to washington,f,12
u2137,HUBERT,m139,mr. smith goes to washington,m,5
u2144,PAINE,m139,mr. smith goes to washington,m,3
u2151,TAYLOR,m139,mr. smith goes to washington,m,4
u2150,SUSAN,m139,mr. smith goes to washington,f,11
u2173,LONGFELLOW,m140,mr. deeds goes to town,m,1
u2162,CEDAR,m140,mr. deeds goes to town,m,5
u2157,BABE,m140,mr. deeds goes to town,f,2
u2175,MABEL,m140,mr. deeds goes to town,f,8
u2176,MAC,m140,mr. deeds goes to town,m,3
u2160,BUTLER,m140,mr. deeds goes to town,m,1000
u2163,COBB,m140,mr. deeds goes to town,m,4
u2169,HALLOR,m140,mr. deeds goes to town,m,1000
u2183,WALTER,m140,mr. deeds goes to town,m,6
u2184,ALTHEA,m141,mumford,f,5
u2196,MUMFORD,m141,mumford,m,1
u2188,FOLLETT,m141,mumford,m,6
u2190,JEREMY,m141,mumford,m,13
u2192,LILY,m141,mumford,f,4
u2199,SKIP,m141,mumford,m,3
u2200,SOFIE,m141,mumford,f,2
u2197,NESSA,m141,mumford,f,7
u2209,O'CONNELL,m142,the mummy,m,1
u2208,JONATHAN,m142,the mummy,m,3
u2202,BENI,m142,the mummy,m,5
u2205,EVELYN,m142,the mummy,f,2
u2221,SHOVELER,m143,mystery men,m,3
u2220,RAJA,m143,mystery men,m,1
u2215,FURIOUS,m143,mystery men,m,6
u2218,MONICA,m143,mystery men,f,14
u2224,ALEXANDER,m144,napoleon,m,0
u2236,GENERAL KUTUSOV,m144,napoleon,m,0
u2244,NAPOLEON,m144,napoleon,m,1
u2237,GIRL,m144,napoleon,f,0
u2238,JOSEPH,m144,napoleon,m,0
u2239,JOSEPHINE,m144,napoleon,f,0
u2242,MARIE-LOUISE,m144,napoleon,f,0
u2256,DAY-DAY,m145,next friday,m,2
u2267,UNCLE ELROY,m145,next friday,m,5
u2253,CRAIG,m145,next friday,m,1
u2265,ROACH,m145,next friday,m,3
u2261,KARLA,m145,next friday,f,9
u2263,MR. JONES,m145,next friday,m,4
u2270,ELEANOR GRANT,m146,nick of time,f,6
u2271,GENE,m146,nick of time,m,1
u2275,MR. SMITH,m146,nick of time,m,4
u2272,HUEY,m146,nick of time,m,3
u2280,BEN HARPER,m147,the night of the hunter,m,6
u2287,JOHN HARPER,m147,the night of the hunter,m,8
u2286,ICEY SPOON,m147,the night of the hunter,f,5
u2292,WALT,m147,the night of the hunter,m,7
u2288,PEARL HARPER,m147,the night of the hunter,f,9
u2297,MARGE,m148,a nightmare on elm street,f,2
u2299,NANCY,m148,a nightmare on elm street,f,3
u2295,GLEN,m148,a nightmare on elm street,m,6
u2314,NINOTCHKA,m149,ninotchka,f,1
u2304,ANNA,m149,ninotchka,f,1000
u2310,KOPALSKI,m149,ninotchka,m,7
u2305,BULJANOFF,m149,ninotchka,m,6
u2309,IRANOFF,m149,ninotchka,m,5
u2312,LEON,m149,ninotchka,m,2
u2320,SWANA,m149,ninotchka,f,3
u2315,OFFICIAL,m149,ninotchka,m,1000
u2319,RAZININ,m149,ninotchka,m,4
u2340,NIXON,m150,nixon,m,1
u2324,DEAN,m150,nixon,m,8
u2327,HALDEMAN,m150,nixon,m,3
u2325,EHRLICHMAN,m150,nixon,m,11
u2326,HAIG,m150,nixon,m,3
u2330,HELMS,m150,nixon,m,0
u2331,HOOVER,m150,nixon,m,5
u2333,JONES,m150,nixon,m,18
u2334,KISSINGER,m150,nixon,m,1
u2339,MITCHELL,m150,nixon,m,6
u2341,PAT,m150,nixon,f,2
u2343,ROCKEFELLER,m150,nixon,m,19
u2355,ELLIS,m151,no country for old men,m,8
u2350,BELL,m151,no country for old men,m,1
u2351,CARLA JEAN,m151,no country for old men,f,5
u2366,WENDELL,m151,no country for old men,m,6
u2352,CHIGURH,m151,no country for old men,m,2
u2360,MOSS,m151,no country for old men,m,3
u2365,WELLS,m151,no country for old men,m,4
u2363,PROPRIETOR,m151,no country for old men,m,17
u2368,BALLARD,m152,nurse betty,m,8
u2369,BETTY,m152,nurse betty,f,2
u2387,ROY,m152,nurse betty,m,7
u2371,CHARLIE,m152,nurse betty,m,1
u2388,SUE ANN,m152,nurse betty,f,10
u2379,GEORGE,m152,nurse betty,m,0
u2374,DEL,m152,nurse betty,m,5
u2378,ELLEN,m152,nurse betty,f,13
u2384,LYLA,m152,nurse betty,f,9
u2386,ROSA,m152,nurse betty,f,6
u2389,WESLEY,m152,nurse betty,m,3
u2394,EVERETT,m153,"o brother, where art thou?",m,1
u2401,PETE,m153,"o brother, where art thou?",m,2
u2392,DELMAR,m153,"o brother, where art thou?",m,3
u2400,PENNY,m153,"o brother, where art thou?",f,5
u2415,ZACK,m154,an officer and a gentleman,m,1
u2405,BYRON,m154,an officer and a gentleman,m,4
u2408,FOLEY,m154,an officer and a gentleman,m,7
u2414,SID,m154,an officer and a gentleman,m,3
u2412,PAULA,m154,an officer and a gentleman,f,2
u2411,LYNETTE,m154,an officer and a gentleman,f,5
u2416,BURNHAM,m155,panic room,m,3
u2422,RAOUL,m155,panic room,m,4
u2419,JUNIOR,m155,panic room,m,5
u2421,MEG,m155,panic room,f,1
u2423,SARAH,m155,panic room,f,2
u2442,TYRONE,m156,panther,m,2
u2435,HUEY,m156,panther,m,6
u2428,BRIMMER,m156,panther,m,3
u2436,JUDGE,m156,panther,m,1
u2429,CY,m156,panther,m,5
u2452,MARION,m157,the patriot,m,0
u2448,GABRIEL,m157,the patriot,m,2
u2447,CORNWALLIS,m157,the patriot,m,9
u2460,ELLIE,m158,pet sematary,f,7
u2461,JUD,m158,pet sematary,m,2
u2464,RACHEL,m158,pet sematary,f,3
u2462,LOUIS,m158,pet sematary,m,1
u2470,JACK,m159,pirates of the caribbean,m,1000
u2476,WILL,m159,pirates of the caribbean,m,0
u2466,BARBOSSA,m159,pirates of the caribbean,m,0
u2467,ELIZABETH,m159,pirates of the caribbean,f,0
u2484,SUSAN,m160,plastic man,f,0
u2481,O'BRIEN,m160,plastic man,m,0
u2485,ANNE,m161,platinum blonde,f,0
u2490,GRAYSON,m161,platinum blonde,m,5
u2489,GALLAGHER,m161,platinum blonde,f,1
u2495,STEW,m161,platinum blonde,m,2
u2487,CONROY,m161,platinum blonde,m,6
u2488,DAWSON,m161,platinum blonde,m,9
u2496,BETTY,m162,pleasantville,f,4
u2506,JENNIFER,m162,pleasantville,f,2
u2502,DAVID,m162,pleasantville,m,1
u2504,GEORGE,m162,pleasantville,m,3
u2499,BOB,m162,pleasantville,m,6
u2507,MARGARET,m162,pleasantville,f,8
u2503,DICK VAN DYKE,m162,pleasantville,m,0
u2511,BARRY,m163,punch-drunk love,m,1
u2516,ELIZABETH,m163,punch-drunk love,f,16
u2521,LENA,m163,punch-drunk love,f,4
u2522,MANAGER,m163,punch-drunk love,m,36
u2524,OPERATOR GIRL,m163,punch-drunk love,f,0
u2519,LANCE,m163,punch-drunk love,m,5
u2514,DAVID,m163,punch-drunk love,m,31
u2518,KATHLEEN,m163,punch-drunk love,f,11
u2542,ROYER-COLLARD,m164,quills,m,4
u2538,MADELEINE,m164,quills,f,2
u2544,THE MARQUIS,m164,quills,m,1
u2532,COULMIER,m164,quills,m,3
u2541,RENEE PELAGIE,m164,quills,f,8
u2546,CAROLE LOMBARD,m165,rko 281,f,10
u2557,WELLES,m165,rko 281,m,1
u2551,MARION,m165,rko 281,f,3
u2547,HEARST,m165,rko 281,m,2
u2554,SCHAEFER,m165,rko 281,m,6
u2550,MANK,m165,rko 281,m,4
u2563,JAKE,m166,raging bull,m,1
u2564,JOEY,m166,raging bull,m,3
u2569,VICKIE,m166,raging bull,f,2
u2574,JEFF,m167,rear window,m,1
u2572,DOYLE,m167,rear window,m,3
u2575,LISA,m167,rear window,f,2
u2578,STELLA,m167,rear window,f,4
u2586,JUDY,m168,rebel without a cause,f,2
u2585,JIM,m168,rebel without a cause,m,1
u2583,FATHER,m168,rebel without a cause,m,7
u2593,RAY,m168,rebel without a cause,m,10
u2589,MOTHER,m168,rebel without a cause,f,8
u2592,PLATO,m168,rebel without a cause,m,3
u2596,GABRIEL,m169,reindeer games,m,17
u2595,ASHLEY,m169,reindeer games,f,13
u2603,RUDY,m169,reindeer games,m,1
u2600,NICK,m169,reindeer games,m,2
u2609,EDDIE,m170,reservoir dogs,m,4
u2618,MR. WHITE,m170,reservoir dogs,m,1
u2612,JOE,m170,reservoir dogs,m,6
u2617,MR. PINK,m170,reservoir dogs,m,5
u2610,FREDDY,m170,reservoir dogs,m,2
u2611,HOLDAWAY,m170,reservoir dogs,m,9
u2616,MR. ORANGE,m170,reservoir dogs,m,2
u2621,CLAY,m171,roughshod,m,1
u2629,MARY,m171,roughshod,f,2
u2632,STEVE,m171,roughshod,m,3
u2627,HELEN,m171,roughshod,f,6
u2637,CINDY,m172,scary movie 2,f,19
u2644,PROFESSOR,m172,scary movie 2,m,26
u2636,BUDDY,m172,scary movie 2,m,21
u2638,DWIGHT,m172,scary movie 2,m,27
u2646,SHORTY,m172,scary movie 2,m,20
u2651,DAD,m173,serial mom,m,0
u2657,MOM,m173,serial mom,f,0
u2654,DOTTIE,m173,serial mom,f,10
u2667,AUGUST,m174,the seventh victim,m,1000
u2675,MARY,m174,the seventh victim,f,4
u2671,GREGORY,m174,the seventh victim,m,8
u2670,FRANCES,m174,the seventh victim,f,3
u2673,JASON,m174,the seventh victim,m,6
u2674,JUDD,m174,the seventh victim,m,1
u2680,MRS. CORTEZ,m174,the seventh victim,f,0
u2691,GRAHAM,m175,"sex, lies, and videotape",m,1
u2687,ANN,m175,"sex, lies, and videotape",f,2
u2692,JOHN,m175,"sex, lies, and videotape",m,3
u2690,DOCTOR,m175,"sex, lies, and videotape",m,0
u2688,CYNTHIA,m175,"sex, lies, and videotape",f,4
u2705,ST. LUC,m176,shivers,m,1
u2704,ROLLO,m176,shivers,m,2
u2711,BETTY,m177,shock treatment,f,7
u2723,OLIVER,m177,shock treatment,m,6
u2735,JACK,m178,sideways,m,2
u2738,MILES,m178,sideways,m,1
u2737,MAYA,m178,sideways,f,3
u2742,VICTORIA,m178,sideways,f,6
u2746,GRAHAM,m179,signs,m,1
u2748,MORGAN,m179,signs,m,3
u2747,MERRILL,m179,signs,m,2
u2749,OFFICER PASKI,m179,signs,f,5
u2751,EMMETT,m180,silverado,m,2
u2762,PADEN,m180,silverado,m,1
u2766,STELLA,m180,silverado,f,26
u2784,VIKTOR,m181,simone,m,0
u2768,ELAINE,m181,simone,f,0
u2789,MALCOLM,m182,the sixth sense,m,1
u2786,COLE,m182,the sixth sense,m,2
u2788,LYNN,m182,the sixth sense,f,3
u2800,MAC,m183,slash,m,1
u2803,SUZIE,m183,slash,f,10
u2797,JEREMIAH,m183,slash,m,15
u2804,BILL,m184,slither,m,2
u2812,STARLA,m184,slither,f,5
u2807,GRANT,m184,slither,f,5
u2815,BANDIT,m185,smokey and the bandit,m,1
u2820,KATE,m185,smokey and the bandit,f,0
u2817,CLEDUS,m185,smokey and the bandit,m,3
u2828,CARRUTHERS,m186,smokin' aces,m,2
u2838,MESSNER,m186,smokin' aces,m,1
u2835,ISRAEL,m186,smokin' aces,m,6
u2834,HUGO,m186,smokin' aces,m,28
u2836,LOCKE,m186,smokin' aces,m,12
u2839,PADICHE,m186,smokin' aces,m,29
u2841,SERNA,m186,smokin' aces,m,4
u2843,SYKES,m186,smokin' aces,f,16
u2844,WATTERS,m186,smokin' aces,f,18
u2847,KELVIN,m187,solaris,m,1
u2850,SNOW,m187,solaris,m,4
u2848,RHEYA,m187,solaris,f,2
u2851,CLAIRE,m188,someone to watch over me,f,2
u2856,MIKE,m188,someone to watch over me,m,1
u2860,TOMMY,m188,someone to watch over me,m,11
u2852,ELLIE,m188,someone to watch over me,f,3
u2871,LIZ,m189,spider-man,f,0
u2864,BEN,m189,spider-man,m,5
u2876,PETER,m189,spider-man,m,1
u2879,SPIDER-MAN,m189,spider-man,m,1
u2873,MAY,m189,spider-man,f,6
u2889,HOFFY,m190,stalag 17,m,6
u2892,PRICE,m190,stalag 17,m,7
u2894,SEFTON,m190,stalag 17,m,1
u2884,DUKE,m190,stalag 17,m,8
u2888,HARRY,m190,stalag 17,m,5
u2895,STOSH,m190,stalag 17,m,0
u2906,PICARD,m191,star trek: generations,m,1
u2899,DATA,m191,star trek: generations,m,3
u2904,LA FORGE,m191,star trek: generations,m,4
u2901,GUINAN,m191,star trek: generations,f,1000
u2918,KIRK,m192,star trek iii: the search for spock,m,1
u2914,CHEKOV,m192,star trek iii: the search for spock,m,5
u2916,DAVID,m192,star trek iii: the search for spock,m,9
u2923,SAAVIK,m192,star trek iii: the search for spock,f,8
u2928,SULU,m192,star trek iii: the search for spock,m,6
u2924,SAREK,m192,star trek iii: the search for spock,m,33
u2943,SPOCK,m193,star trek: the wrath of khan,m,2
u2932,BONES,m193,star trek: the wrath of khan,m,0
u2938,KIRK,m193,star trek: the wrath of khan,m,1
u2935,DAVID,m193,star trek: the wrath of khan,m,9
u2940,SAAVIK,m193,star trek: the wrath of khan,f,11
u2967,SPOCK,m194,star trek iv: the voyage home,m,2
u2957,GILLIAN,m194,star trek iv: the voyage home,f,9
u2951,BONES,m194,star trek iv: the voyage home,m,3
u2958,KIRK,m194,star trek iv: the voyage home,m,1
u2966,SCOTTY,m194,star trek iv: the voyage home,m,4
u2980,PICARD,m195,star trek: insurrection,m,1
u2971,ANIJ,m195,star trek: insurrection,f,9
u2972,ARTIM,m195,star trek: insurrection,m,13
u2974,DATA,m195,star trek: insurrection,m,3
u2975,DOUGHERTY,m195,star trek: insurrection,m,10
u2982,RIKER,m195,star trek: insurrection,m,2
u2988,WORF,m195,star trek: insurrection,m,5
u2987,TROI,m195,star trek: insurrection,f,7
u2997,PICARD,m196,star trek: first contact,m,1
u2991,BEVERLY,m196,star trek: first contact,f,6
u2992,BORG QUEEN,m196,star trek: first contact,f,10
u2993,DATA,m196,star trek: first contact,m,3
u2995,GEORDI,m196,star trek: first contact,m,4
u3001,RUBY,m196,star trek: first contact,f,27
u3005,WORF,m196,star trek: first contact,m,5
u2999,RIKER,m196,star trek: first contact,m,2
u3007,BONES,m197,star trek vi: the undiscovered country,m,3
u3020,SPOCK,m197,star trek vi: the undiscovered country,m,2
u3012,KIRK,m197,star trek vi: the undiscovered country,m,1
u3008,CHANG,m197,star trek vi: the undiscovered country,m,14
u3019,SCOTTY,m197,star trek vi: the undiscovered country,m,4
u3025,DATA,m198,star trek: nemesis,m,3
u3024,BEVERLY,m198,star trek: nemesis,f,7
u3031,PICARD,m198,star trek: nemesis,m,1
u3028,GEORDI,m198,star trek: nemesis,m,4
u3026,DEANNA,m198,star trek: nemesis,f,6
u3034,SHINZON,m198,star trek: nemesis,m,8
u3033,RIKER,m198,star trek: nemesis,m,2
u3043,JENNY,m199,starman,f,2
u3050,STAR MAN,m199,starman,m,0
u3045,MAJOR BELL,m199,starman,m,5
u3042,FOX,m199,starman,m,4
u3049,SHERMIN,m199,starman,m,3
u3057,LENNY,m200,strange days,m,1
u3055,FAITH,m200,strange days,f,3
u3059,MAX,m200,strange days,m,4
u3061,TICK,m200,strange days,m,9
u3058,MACE,m200,strange days,f,2
u3075,MACKELWAY,m201,suspect zero,m,1
u3067,DYLAN,m201,suspect zero,m,11
u3072,KOESSLER,m201,suspect zero,m,0
u3073,KULOK,m201,suspect zero,f,3
u3088,MIKE,m202,swingers,m,1
u3081,BRUNETTE,m202,swingers,f,0
u3090,ROB,m202,swingers,m,3
u3092,TRENT,m202,swingers,m,2
u3086,LORRAINE,m202,swingers,f,6
u3091,SUE,m202,swingers,m,4
u3102,HAGEN,m203,the godfather,m,5
u3098,DON CORLEONE,m203,the godfather,m,0
u3105,MICHAEL,m203,the godfather,m,2
u3112,SONNY,m203,the godfather,m,3
u3104,KAY,m203,the godfather,f,10
u3117,DICKIE,m204,the talented mr. ripley,m,3
u3122,MARGE,m204,the talented mr. ripley,f,2
u3125,RIPLEY,m204,the talented mr. ripley,m,1
u3118,FREDDIE,m204,the talented mr. ripley,m,5
u3123,MEREDITH,m204,the talented mr. ripley,f,4
u3124,PETER,m204,the talented mr. ripley,m,6
u3126,ROVERINI,m204,the talented mr. ripley,m,8
u3139,TRAVIS,m205,taxi driver,m,1
u3129,BETSY,m205,taxi driver,f,2
u3138,TOM,m205,taxi driver,m,7
u3140,WIZARD,m205,taxi driver,m,6
u3131,DOUGH-BOY,m205,taxi driver,m,0
u3132,IRIS,m205,taxi driver,f,2
u3135,PERSONNEL OFFICER,m205,taxi driver,m,33
u3142,GOODSPEED,m206,the rock,m,2
u3143,MASON,m206,the rock,m,1
u3145,ADELE,m207,the majestic,f,8
u3157,PETE,m207,the majestic,m,1
u3154,LUKE,m207,the majestic,m,44
u3146,CLYDE,m207,the majestic,m,2
u3150,HARRY,m207,the majestic,m,9
u3153,LEO,m207,the majestic,m,19
u3162,ANNIE,m208,the birds,f,2
u3171,MELANIE,m208,the birds,f,1
u3168,LYDIA,m208,the birds,f,4
u3172,MITCH,m208,the birds,m,3
u3164,CLERK,m208,the birds,f,9
u3174,MRS. MACGRUDER,m208,the birds,f,9
u3178,FETTES,m209,the body snatcher,m,5
u3180,GRAY,m209,the body snatcher,m,1
u3183,MEG,m209,the body snatcher,f,4
u3182,MACFARLANE,m209,the body snatcher,m,3
u3186,ALEX,m210,the crow: salvation,m,2
u3189,ERIN,m210,the crow: salvation,f,1
u3192,RANDALL,m210,the crow: salvation,f,1
u3197,BARNHARDT,m211,the day the earth stood still,m,5
u3204,KLAATU,m211,the day the earth stood still,m,1
u3201,HELEN,m211,the day the earth stood still,f,2
u3200,HARLEY,m211,the day the earth stood still,m,0
u3207,TOM,m211,the day the earth stood still,m,13
u3216,SAM,m212,the lost boys,m,2
u3208,ALAN,m212,the lost boys,m,9
u3209,DAVID,m212,the lost boys,m,6
u3215,MICHAEL,m212,the lost boys,m,1
u3217,STAR,m212,the lost boys,f,7
u3213,LUCY,m212,the lost boys,f,3
u3214,MAX,m212,the lost boys,m,5
u3225,MACREADY,m213,the thing,m,1
u3220,CHILDS,m213,the thing,m,5
u3228,PALMER,m213,the thing,m,4
u3233,KALEN,m214,the time machine,m,7
u3230,ALEXANDER,m214,the time machine,m,1
u3241,VOX,m214,the time machine,m,9
u3238,OVERLORD,m214,the time machine,m,0
u3232,EMMA,m214,the time machine,f,4
u3239,PHILBY,m214,the time machine,m,0
u3235,MARA,m214,the time machine,f,2
u3243,BECKER,m215,the jacket,m,3
u3252,STARKS,m215,the jacket,m,1
u3250,LORENSON,m215,the jacket,f,4
u3248,JACKIE,m215,the jacket,f,2
u3251,MACKENZIE,m215,the jacket,m,7
u3254,WAITRESS,m215,the jacket,f,0
u3266,THELMA,m216,thelma & louise,f,2
u3258,J.D.,m216,thelma & louise,m,7
u3261,LOUISE,m216,thelma & louise,f,1
u3259,JIMMY,m216,thelma & louise,m,4
u3283,TED,m217,there's something about mary,m,3
u3270,DOM,m217,there's something about mary,m,5
u3277,MARY,m217,there's something about mary,f,1
u3276,MAGDA,m217,there's something about mary,f,6
u3273,HEALY,m217,there's something about mary,m,2
u3282,SULLY,m217,there's something about mary,m,7
u3284,TUCKER,m217,there's something about mary,m,4
u3299,THE PRESIDENT,m218,thirteen days,m,0
u3293,KENNY,m218,thirteen days,m,2
u3308,RAY,m219,thunderheart,m,1
u3302,COOCH,m219,thunderheart,m,0
u3303,CROW HORSE,m219,thunderheart,m,3
u3321,MAVERICK,m220,top gun,m,1
u3311,CHARLIE,m220,top gun,f,2
u3313,COUGAR,m220,top gun,m,7
u3316,GOOSE,m220,top gun,m,4
u3318,ICE,m220,top gun,m,3
u3324,VIPER,m220,top gun,m,5
u3341,QUAID,m221,total recall,m,1
u3340,MELINA,m221,total recall,f,2
u3330,COHAAGEN,m221,total recall,m,4
u3339,MCCLANE,m221,total recall,m,10
u3332,EDGEMAR,m221,total recall,m,9
u3335,HARRY,m221,total recall,m,18
u3338,LORI,m221,total recall,f,3
u3345,EARL,m222,tremors,m,2
u3353,VAL,m222,tremors,m,1
u3352,RHONDA,m222,tremors,f,3
u3357,EDDIE,m223,true believer,m,1
u3367,ROGER,m223,true believer,m,2
u3362,KITTY,m223,true believer,f,3
u3368,SHU,m223,true believer,m,4
u3366,REYNARD,m223,true believer,m,5
u3365,ORTEGA,m223,true believer,m,12
u3390,LAURA,m224,twin peaks: fire walk with me,f,1
u3373,BOBBY,m224,twin peaks: fire walk with me,m,4
u3379,DESMOND,m224,twin peaks: fire walk with me,m,11
u3398,STANLEY,m224,twin peaks: fire walk with me,m,18
u3380,DONNA,m224,twin peaks: fire walk with me,f,12
u3387,JAMES,m224,twin peaks: fire walk with me,m,15
u3391,LELAND,m224,twin peaks: fire walk with me,m,2
u3409,GALVIN,m225,the verdict,m,1
u3413,KATHY,m225,the verdict,f,0
u3405,CONCANNON,m225,the verdict,m,4
u3407,DR. THOMPSON,m225,the verdict,m,12
u3412,JUDGE,m225,the verdict,m,5
u3408,DR. TOWLER,m225,the verdict,m,11
u3417,MICKEY,m225,the verdict,m,3
u3410,GRUBER,m225,the verdict,m,13
u3414,LAURA,m225,the verdict,f,2
u3419,SALLY,m225,the verdict,f,9
u3425,CLAYTON,m226,the war of the worlds,m,1
u3437,SYLVIA,m226,the war of the worlds,f,2
u3443,HEATHER,m227,new nightmare,f,2
u3439,BOB,m227,new nightmare,m,0
u3440,CHASE,m227,new nightmare,m,4
u3442,DYLAN,m227,new nightmare,m,3
u3446,JOHN SAXON,m227,new nightmare,m,0
u3468,SKIPPER,m228,white squall,m,1
u3456,CHUCK,m228,white squall,m,4
u3461,JOHN,m228,white squall,m,13
u3486,LULA,m229,wild at heart,f,2
u3476,BOBBY,m229,wild at heart,m,3
u3493,SAILOR,m229,wild at heart,m,1
u3485,JOHNNIE,m229,wild at heart,m,9
u3488,MARIETTA,m229,wild at heart,f,6
u3494,SANTOS,m229,wild at heart,m,4
u3495,CRABTREE,m230,wonder boys,m,4
u3501,JAMES LEER,m230,wonder boys,m,2
u3497,GRADY,m230,wonder boys,m,1
u3500,HANNAH GREEN,m230,wonder boys,f,5
u3504,SARA,m230,wonder boys,f,3
u3519,WALTER,m231,the woodsman,m,1
u3511,CARLOS,m231,the woodsman,m,5
u3512,GIRL,m231,the woodsman,f,14
u3513,LUCAS,m231,the woodsman,m,9
u3518,VICKI,m231,the woodsman,f,4
u3516,ROBIN,m231,the woodsman,f,10
u3517,ROSEN,m231,the woodsman,m,7
u3520,BUD,m232,the abyss,m,1
u3525,LINDSEY,m232,the abyss,f,2
u3545,SANDRO,m233,l'avventura,m,1
u3532,CLAUDIA,m233,l'avventura,f,2
u3543,PATRIZIA,m233,l'avventura,f,10
u3557,MOTHER MIRIAM,m234,agnes of god,f,2
u3549,AGNES,m234,agnes of god,f,3
u3555,MARTHA,m234,agnes of god,f,1
u3568,GRANDFATHER,m235,a hard day's night,m,6
u3561,BOY,m235,a hard day's night,m,17
u3574,RINGO,m235,a hard day's night,m,5
u3571,NORM,m235,a hard day's night,m,7
u3569,JOHN,m235,a hard day's night,m,2
u3566,GEORGE,m235,a hard day's night,m,4
u3578,SIMON,m235,a hard day's night,m,1000
u3572,PAUL,m235,a hard day's night,m,3
u3567,GIRL,m235,a hard day's night,f,1000
u3570,MILLIE,m235,a hard day's night,f,10
u3585,STANDARD,m236,alien,m,0
u3582,HUNTER,m236,alien,m,0
u3599,ADDISON,m238,all about eve,m,3
u3603,GIRL,m238,all about eve,f,0
u3602,EVE,m238,all about eve,f,2
u3607,MAX,m238,all about eve,m,7
u3604,KAREN,m238,all about eve,f,4
u3606,MARGO,m238,all about eve,f,1
u3600,BILL,m238,all about eve,m,5
u3601,BIRDIE,m238,all about eve,f,10
u3605,LLOYD,m238,all about eve,m,6
u3635,WOODWARD,m239,all the president's men,m,2
